ROOT,LEMMA,POS,LEMMA_ARA,DER_CLASS,GLOSS,FUNCTION,PATTERN_ABSTRACT,PARENT_LEMMA,PARENT_POS,PARENT_LEMMA_ARA,PARENT_DER_CLASS,PARENT_GLOSS,PARENT_FUNCTION,PARENT_PATTERN_ABSTRACT
h.d.y,hidaAyap,NOUN,هِدَايَة,N_VERB_I,guidance,-,1i2A3+ap,hadaY-i,VERB,هَدَى-ِ,VERB_I,direct;guide;lead,#-ay trans,1a2a3
h.d.y,{ihotadaY,VERB,ٱِهْتَدَى,VERB_VIII,be_guided;be_led,INTRANS,{i1ota2a3_INTRANS,hadaY-i,VERB,هَدَى-ِ,VERB_I,direct;guide;lead,#-ay trans,1a2a3
h.f.f,haf~-i,VERB,هَفّ-ِ,VERB_I,howl;yearn,gem trans,1a2a3,h.f.f,ROOT,,ROOT,,,ROOT
h.f.f,hif~,NOUN,هِفّ,N_VERB_I,empty;light,-,1i2o3,haf~-i,VERB,هَفّ-ِ,VERB_I,howl;yearn,gem trans,1a2a3
h.f.f,mihaf~ap,NOUN,مِهَفَّة,N_INSTR,fan;feather_duster,-,mi1o2a3+ap,haf~-i,VERB,هَفّ-ِ,VERB_I,howl;yearn,gem trans,1a2a3
h.f.f,haf~aAf,NOUN,هَفَّاف,N_INSTR,flashing,-,1a2~A3,haf~-i,VERB,هَفّ-ِ,VERB_I,howl;yearn,gem trans,1a2a3
h.f.f,mahofuwf,ADJ,مَهْفُوف,DES_ADJ,irresponsible;light-headed,-,ma1o2uw3,haf~-i,VERB,هَفّ-ِ,VERB_I,howl;yearn,gem trans,1a2a3
h.f.t,hafat-i,VERB,هَفَت-ِ,VERB_I,be_nonsensical;collapse,#t trans,1a2a3,h.f.t,ROOT,,ROOT,,,ROOT
h.f.t,mahofuwt,ADJ,مَهْفُوت,DES_ADJ,baffled;perplexed;startled,-,ma1o2uw3,hafat-i,VERB,هَفَت-ِ,VERB_I,be_nonsensical;collapse,#t trans,1a2a3
h.f.t,haAfit,ADJ,هَافِت,ACT_PRTC,erroneous;wrong,-,1A2i3,hafat-i,VERB,هَفَت-ِ,VERB_I,be_nonsensical;collapse,#t trans,1a2a3
h.f.w,hafaA-u,VERB,هَفَا-ُ,VERB_I,be_famished;make_a_mistake,#-aw trans,1a2a3,h.f.w,ROOT,,ROOT,,,ROOT
h.f.w,haAfiy,ADJ,هَافِي,ACT_PRTC,famished;starved,-,1A2i3,hafaA-u,VERB,هَفَا-ُ,VERB_I,be_famished;make_a_mistake,#-aw trans,1a2a3
h.f.w,hafowap,NOUN,هَفْوَة,N_VERB_I,error;lapse;offense,-,1a2o3+ap,hafaA-u,VERB,هَفَا-ُ,VERB_I,be_famished;make_a_mistake,#-aw trans,1a2a3
h.j.>,haja>-a,VERB,هَجَأ-َ,VERB_I,be_appeased;be_satiated,INTRANS,1a2a3_INTRANS,h.j.>,ROOT,,ROOT,,,ROOT
h.j.E,hajaE-a,VERB,هَجَع-َ,VERB_I,be_calm;sleep,trans,1a2a3,h.j.E,ROOT,,ROOT,,,ROOT
h.j.E,hajoE,NOUN,هَجْع,N_VERB_I,appeasing,-,1a2o3,hajaE-a,VERB,هَجَع-َ,VERB_I,be_calm;sleep,trans,1a2a3
h.j.E,mahojaE,NOUN,مَهْجَع,MASDAR_M,barrack;quarter,-,ma1o2a3,hajaE-a,VERB,هَجَع-َ,VERB_I,be_calm;sleep,trans,1a2a3
h.j.E,>ahojaE,VERB,أَهْجَع,VERB_IV,appease;satiate,trans,>a1o2a3,hajaE-a,VERB,هَجَع-َ,VERB_I,be_calm;sleep,trans,1a2a3
h.j.E,hujuwE,NOUN,هُجُوع,N_VERB_I,calming_down;remission;sleep,-,1u2uw3,hajaE-a,VERB,هَجَع-َ,VERB_I,be_calm;sleep,trans,1a2a3
h.j.E,hajoEap,NOUN,هَجْعَة,N_VERB_I,sleep,-,1a2o3+ap,hajaE-a,VERB,هَجَع-َ,VERB_I,be_calm;sleep,trans,1a2a3
h.j.d,hajad-u,VERB,هَجَد-ُ,VERB_I,keep_watch;stay_awake,trans,1a2a3,h.j.d,ROOT,,ROOT,,,ROOT
h.j.d,hujuwd,NOUN,هُجُود,N_VERB_I,night_vigil;watchfulness,-,1u2uw3,hajad-u,VERB,هَجَد-ُ,VERB_I,keep_watch;stay_awake,trans,1a2a3
h.j.j,haj~-u,VERB,هَجّ-ُ,VERB_I,be_aflame;burn,gem trans,1a2a3,h.j.j,ROOT,,ROOT,,,ROOT
h.j.j,haj~aj,VERB,هَجَّج,VERB_II,set_ablaze,trans,1a2~a3,haj~-u,VERB,هَجّ-ُ,VERB_I,be_aflame;burn,gem trans,1a2a3
h.j.j,{isotahaj~,VERB,ٱِسْتَهَجّ,VERB_X,activate;stimulate,gem trans,{isota1o2a3,haj~-u,VERB,هَجّ-ُ,VERB_I,be_aflame;burn,gem trans,1a2a3
h.j.j,hajiyj,NOUN,هَجِيج,N_VERB_I,blazing;burning,-,1a2iy3,haj~-u,VERB,هَجّ-ُ,VERB_I,be_aflame;burn,gem trans,1a2a3
h.j.l,hajal-u,VERB,هَجَل-ُ,VERB_I,flirt,trans,1a2a3,h.j.l,ROOT,,ROOT,,,ROOT
h.j.l,hajol,NOUN,هَجْل,N_VERB_I,flirting,-,1a2o3,hajal-u,VERB,هَجَل-ُ,VERB_I,flirt,trans,1a2a3
h.j.m,hajam-u,VERB,هَجَم-ُ,VERB_I,assail;attack;strike,trans,1a2a3,h.j.m,ROOT,,ROOT,,,ROOT
h.j.m,haj~am,VERB,هَجَّم,VERB_II,attack;strike,trans,1a2~a3,hajam-u,VERB,هَجَم-ُ,VERB_I,assail;attack;strike,trans,1a2a3
h.j.m,>ahojam,VERB,أَهْجَم,VERB_IV,attack;strike,trans,>a1o2a3,hajam-u,VERB,هَجَم-ُ,VERB_I,assail;attack;strike,trans,1a2a3
h.j.m,hujuwm,NOUN,هُجُوم,N_VERB_I,assault;attack;charge,-,1u2uw3,hajam-u,VERB,هَجَم-ُ,VERB_I,assail;attack;strike,trans,1a2a3
h.j.m,hujuwmiy~,ADJ,هُجُومِيّ,ATTR_ADJ,assault;attack;offensive,-,1u2uw3+iy~,hujuwm,NOUN,هُجُوم,N_VERB_I,assault;attack;charge,-,1u2uw3
h.j.m,haAjam,VERB,هَاجَم,VERB_III,assault;attack,trans,1A2a3,hajam-u,VERB,هَجَم-ُ,VERB_I,assail;attack;strike,trans,1a2a3
h.j.m,muhaAjamap,NOUN,مُهَاجَمَة,N_VERB_III,attack;charge;raid,-,mu1A2a3+ap,haAjam,VERB,هَاجَم,VERB_III,assault;attack,trans,1A2a3
h.j.m,tahaAjam,VERB,تَهَاجَم,VERB_VI,attack_each_other,trans,ta1A2a3,haAjam,VERB,هَاجَم,VERB_III,assault;attack,trans,1A2a3
h.j.m,muhaAjim,ADJ,مُهَاجِم,ACT_PRTC,assailing;attacking,-,mu1A2i3,haAjam,VERB,هَاجَم,VERB_III,assault;attack,trans,1A2a3
h.j.m,muhaAjim,NOUN,مُهَاجِم,SEM_SPECS,assailant;attacker;striker;striker_(soccer),-,mu1A2i3,muhaAjim,ADJ,مُهَاجِم,ACT_PRTC,assailing;attacking,-,mu1A2i3
h.j.m,hajomap,NOUN,هَجْمَة,N_VERB_I,assault;attack;strike,-,1a2o3+ap,hajam-u,VERB,هَجَم-ُ,VERB_I,assail;attack;strike,trans,1a2a3
h.j.m,hajomiy~,ADJ,هَجْمِيّ,ATTR_ADJ,aggressive;attacking;brutal,-,1a2o3+iy~,hajomap,NOUN,هَجْمَة,N_VERB_I,assault;attack;strike,-,1a2o3+ap
h.j.n,hajun-u,VERB,هَجُن-ُ,VERB_I,be_incorrect,INTRANS,1a2u3_INTRANS,h.j.n,ROOT,,ROOT,,,ROOT
h.j.n,haj~an,VERB,هَجَّن,VERB_II,disparage;excoriate,#n trans,1a2~a3,hajun-u,VERB,هَجُن-ُ,VERB_I,be_incorrect,INTRANS,1a2u3_INTRANS
h.j.n,haj~aAn,NOUN,هَجَّان,N_INSTR,camel_jockey,-,1a2~A3,hajun-u,VERB,هَجُن-ُ,VERB_I,be_incorrect,INTRANS,1a2u3_INTRANS
h.j.n,hajiynap,NOUN,هَجِينَة,N_VERB_I,riding_camel,-,1a2iy3+ap,hajun-u,VERB,هَجُن-ُ,VERB_I,be_incorrect,INTRANS,1a2u3_INTRANS
h.j.n,hajiyn,ADJ,هَجِين,DES_ADJ,half-breed;mulatto,-,1a2iy3,hajun-u,VERB,هَجُن-ُ,VERB_I,be_incorrect,INTRANS,1a2u3_INTRANS
h.j.n,{isotahojan,VERB,ٱِسْتَهْجَن,VERB_X,condemn;disapprove,#n trans,{isota1o2a3,hajun-u,VERB,هَجُن-ُ,VERB_I,be_incorrect,INTRANS,1a2u3_INTRANS
h.j.n,{isotihojaAn,NOUN,ٱِسْتِهْجَان,N_VERB_X,condemnation;disapproval,-,{isoti1o2A3,{isotahojan,VERB,ٱِسْتَهْجَن,VERB_X,condemn;disapprove,#n trans,{isota1o2a3
h.j.n,hujonap,NOUN,هُجْنَة,N_VERB_I,defect;fault,-,1u2o3+ap,hajun-u,VERB,هَجُن-ُ,VERB_I,be_incorrect,INTRANS,1a2u3_INTRANS
h.j.r,hajar-u,VERB,هَجَر-ُ,VERB_I,emigrate;leave,trans,1a2a3,h.j.r,ROOT,,ROOT,,,ROOT
h.j.r,haj~ar,VERB,هَجَّر,VERB_II,deport;expel,trans,1a2~a3,hajar-u,VERB,هَجَر-ُ,VERB_I,emigrate;leave,trans,1a2a3
h.j.r,tahojiyr,NOUN,تَهْجِير,N_VERB_II,deportation;relocation,-,ta1o2iy3,haj~ar,VERB,هَجَّر,VERB_II,deport;expel,trans,1a2~a3
h.j.r,hajiyrap,NOUN,هَجِيرَة,N_VERB_I,midday_heat;noon,-,1a2iy3+ap,hajar-u,VERB,هَجَر-ُ,VERB_I,emigrate;leave,trans,1a2a3
h.j.r,hajor,NOUN,هَجْر,N_VERB_I,abandoning;separation,-,1a2o3,hajar-u,VERB,هَجَر-ُ,VERB_I,emigrate;leave,trans,1a2a3
h.j.r,hijorap,NOUN,هِجْرَة,N_VERB_I,Hegira;emigration;exodus,-,1i2o3+ap,hajar-u,VERB,هَجَر-ُ,VERB_I,emigrate;leave,trans,1a2a3
h.j.r,hijoriy~,ADJ,هِجْرِيّ,ATTR_ADJ,Hegira;Hegira_(calendar);Hijri,-,1i2o3+iy~,hijorap,NOUN,هِجْرَة,N_VERB_I,Hegira;emigration;exodus,-,1i2o3+ap
h.j.r,mahojar,NOUN,مَهْجَر,MASDAR_M,diaspora;in_exile;obscenity;overseas;places_emigrated_to,-,ma1o2a3,hajar-u,VERB,هَجَر-ُ,VERB_I,emigrate;leave,trans,1a2a3
h.j.r,mahojariy~,ADJ,مَهْجَرِيّ,ATTR_ADJ,exiled;living_overseas,-,ma1o2a3+iy~,mahojar,NOUN,مَهْجَر,MASDAR_M,diaspora;in_exile;obscenity;overseas;places_emigrated_to,-,ma1o2a3
h.j.r,mahojuwr,ADJ,مَهْجُور,DES_ADJ,archaic,-,ma1o2uw3,hajar-u,VERB,هَجَر-ُ,VERB_I,emigrate;leave,trans,1a2a3
h.j.r,mahojuwr,NOUN,مَهْجُور,SEM_SPECS,abandoned;empty,-,ma1o2uw3,mahojuwr,ADJ,مَهْجُور,DES_ADJ,archaic,-,ma1o2uw3
h.j.r,>ahojar,VERB,أَهْجَر,VERB_IV,abandon,trans,>a1o2a3,hajar-u,VERB,هَجَر-ُ,VERB_I,emigrate;leave,trans,1a2a3
h.j.r,haAjar,VERB,هَاجَر,VERB_III,emigrate,trans,1A2a3,hajar-u,VERB,هَجَر-ُ,VERB_I,emigrate;leave,trans,1a2a3
h.j.r,muhaAjarap,NOUN,مُهَاجَرَة,N_VERB_III,emigration,-,mu1A2a3+ap,haAjar,VERB,هَاجَر,VERB_III,emigrate,trans,1A2a3
h.j.r,tahaAjar,VERB,تَهَاجَر,VERB_VI,part_company,trans,ta1A2a3,haAjar,VERB,هَاجَر,VERB_III,emigrate,trans,1A2a3
h.j.r,muhaAjir,ADJ,مُهَاجِر,ACT_PRTC,emigrating,-,mu1A2i3,haAjar,VERB,هَاجَر,VERB_III,emigrate,trans,1A2a3
h.j.r,muhaAjir,NOUN,مُهَاجِر,SEM_SPECS,emigrant,-,mu1A2i3,muhaAjir,ADJ,مُهَاجِر,ACT_PRTC,emigrating,-,mu1A2i3
h.j.r,haAjirap,NOUN,هَاجِرَة,N_INSTR,meridian;noon,-,1A2i3+ap,hajar-u,VERB,هَجَر-ُ,VERB_I,emigrate;leave,trans,1a2a3
h.j.r,hajiyr,NOUN,هَجِير,N_VERB_I,midday_heat,-,1a2iy3,hajar-u,VERB,هَجَر-ُ,VERB_I,emigrate;leave,trans,1a2a3
h.j.s,hajas-i,VERB,هَجَس-ِ,VERB_I,come_to_mind;occur_suddenly,trans,1a2a3,h.j.s,ROOT,,ROOT,,,ROOT
h.j.s,haj~aAs,NOUN,هَجَّاس,N_INSTR,braggart;showoff,-,1a2~A3,hajas-i,VERB,هَجَس-ِ,VERB_I,come_to_mind;occur_suddenly,trans,1a2a3
h.j.s,hajos,NOUN,هَجْس,N_VERB_I,idea;thought,-,1a2o3,hajas-i,VERB,هَجَس-ِ,VERB_I,come_to_mind;occur_suddenly,trans,1a2a3
h.j.s,hajosap,NOUN,هَجْسَة,N_VERB_I,apprehension;idea;misgiving;notion;thought,-,1a2o3+ap,hajas-i,VERB,هَجَس-ِ,VERB_I,come_to_mind;occur_suddenly,trans,1a2a3
h.j.s,hajas-u,VERB,هَجَس-ُ,VERB_I,come_to_mind;occur_suddenly,trans,1a2a3,h.j.s,ROOT,,ROOT,,,ROOT
h.j.s,haj~aAs,NOUN,هَجَّاس,N_INSTR,braggart;showoff,-,1a2~A3,hajas-u,VERB,هَجَس-ُ,VERB_I,come_to_mind;occur_suddenly,trans,1a2a3
h.j.s,hajos,NOUN,هَجْس,N_VERB_I,idea;thought,-,1a2o3,hajas-u,VERB,هَجَس-ُ,VERB_I,come_to_mind;occur_suddenly,trans,1a2a3
h.j.s,hajosap,NOUN,هَجْسَة,N_VERB_I,apprehension;idea;misgiving;notion;thought,-,1a2o3+ap,hajas-u,VERB,هَجَس-ُ,VERB_I,come_to_mind;occur_suddenly,trans,1a2a3
h.j.w,hajaA-u,VERB,هَجَا-ُ,VERB_I,ridicule;satirize,#-aw trans,1a2a3,h.j.w,ROOT,,ROOT,,,ROOT
h.j.w,hajow,NOUN,هَجْو,N_VERB_I,ridicule;ridiculing,-,1a2o3,hajaA-u,VERB,هَجَا-ُ,VERB_I,ridicule;satirize,#-aw trans,1a2a3
h.j.w,hajowiy~,ADJ,هَجْوِيّ,ATTR_ADJ,defamatory;disparaging,-,1a2o3+iy~,hajow,NOUN,هَجْو,N_VERB_I,ridicule;ridiculing,-,1a2o3
h.j.w,haAjiy,ADJ,هَاجِي,ACT_PRTC,defamatory;satirical,-,1A2i3,hajaA-u,VERB,هَجَا-ُ,VERB_I,ridicule;satirize,#-aw trans,1a2a3
h.j.w,hijaA',NOUN,هِجَاء,N_VERB_I,alphabet;derision;invective,-,1i2A3,hajaA-u,VERB,هَجَا-ُ,VERB_I,ridicule;satirize,#-aw trans,1a2a3
h.j.w,hijaA}iy~,ADJ,هِجَائِيّ,ATTR_ADJ,alphabetical;invective;satirical,-,1i2A3+iy~,hijaA',NOUN,هِجَاء,N_VERB_I,alphabet;derision;invective,-,1i2A3
h.j.y,hajaA-i,VERB,هَجَا-ِ,VERB_I,ridicule;satirize,#-aw trans,1a2a3,h.j.y,ROOT,,ROOT,,,ROOT
h.j.y,haj~aY,VERB,هَجَّى,VERB_II,spell,#-ay trans,1a2~a3,hajaA-i,VERB,هَجَا-ِ,VERB_I,ridicule;satirize,#-aw trans,1a2a3
h.j.y,haAjaY,VERB,هَاجَى,VERB_III,defame;ridicule,#-ay trans,1A2a3,hajaA-i,VERB,هَجَا-ِ,VERB_I,ridicule;satirize,#-aw trans,1a2a3
h.j.y,tahaAjaY,VERB,تَهَاجَى,VERB_VI,ridicule_each_other,#-ay trans,ta1A2a3,haAjaY,VERB,هَاجَى,VERB_III,defame;ridicule,#-ay trans,1A2a3
h.k.E,hakaE-a,VERB,هَكَع-َ,VERB_I,lie_down;rest,trans,1a2a3,h.k.E,ROOT,,ROOT,,,ROOT
h.k.r,hakir-a,VERB,هَكِر-َ,VERB_I,nod;nod_off,trans,1a2i3,h.k.r,ROOT,,ROOT,,,ROOT
h.l.E,haliE-a,VERB,هَلِع-َ,VERB_I,be_anxious;be_impatient;despair,INTRANS,1a2i3_INTRANS,h.l.E,ROOT,,ROOT,,,ROOT
h.l.E,halaE,NOUN,هَلَع,N_VERB_I,anxiety;dismay;impatience,-,1a2a3,haliE-a,VERB,هَلِع-َ,VERB_I,be_anxious;be_impatient;despair,INTRANS,1a2i3_INTRANS
h.l.E,haluwE,ADJ,هَلُوع,DES_ADJ,anxious;dismayed;impatient,-,1a2uw3,haliE-a,VERB,هَلِع-َ,VERB_I,be_anxious;be_impatient;despair,INTRANS,1a2i3_INTRANS
h.l.E,haliE,ADJ,هَلِع,DES_ADJ,anxious;dismayed;impatient,-,1a2i3,haliE-a,VERB,هَلِع-َ,VERB_I,be_anxious;be_impatient;despair,INTRANS,1a2i3_INTRANS
h.l.b,halib-a,VERB,هَلِب-َ,VERB_I,be_hirsute,INTRANS,1a2i3_INTRANS,h.l.b,ROOT,,ROOT,,,ROOT
h.l.b,hilob,NOUN,هِلْب,N_VERB_I,anchor;grapnel,-,1i2o3,halib-a,VERB,هَلِب-َ,VERB_I,be_hirsute,INTRANS,1a2i3_INTRANS
h.l.b,hulob,NOUN,هُلْب,N_VERB_I,bristle;hair,-,1u2o3,halib-a,VERB,هَلِب-َ,VERB_I,be_hirsute,INTRANS,1a2i3_INTRANS
h.l.b,hulobap,NOUN,هُلْبَة,N_VERB_I,bristle;hair,-,1u2o3+ap,halib-a,VERB,هَلِب-َ,VERB_I,be_hirsute,INTRANS,1a2i3_INTRANS
h.l.b,>aholab,ADJ,أَهْلَب,DES_ADJ,hirsute;shaggy,-,>a1o2a3,halib-a,VERB,هَلِب-َ,VERB_I,be_hirsute,INTRANS,1a2i3_INTRANS
h.l.k,halak,VERB,هَلَك,VERB_I,be_annihilated;perish,trans,1a2a3,h.l.k,ROOT,,ROOT,,,ROOT
h.l.k,hal~ak,VERB,هَلَّك,VERB_II,destroy,trans,1a2~a3,halak,VERB,هَلَك,VERB_I,be_annihilated;perish,trans,1a2a3
h.l.k,maholakap,NOUN,مَهْلَكَة,N_LOC,danger;dangerous_situation;peril,-,ma1o2a3+ap,halak,VERB,هَلَك,VERB_I,be_annihilated;perish,trans,1a2a3
h.l.k,haAlik,ADJ,هَالِك,ACT_PRTC,doomed;mortal;perishable,-,1A2i3,halak,VERB,هَلَك,VERB_I,be_annihilated;perish,trans,1a2a3
h.l.k,haAlik,NOUN,هَالِك,SEM_SPECS,bad_debt;doomed;loss;lost;mortal;perishable,-,1A2i3,haAlik,ADJ,هَالِك,ACT_PRTC,doomed;mortal;perishable,-,1A2i3
h.l.k,>aholak,VERB,أَهْلَك,VERB_IV,destroy,trans,>a1o2a3,halak,VERB,هَلَك,VERB_I,be_annihilated;perish,trans,1a2a3
h.l.k,muholik,ADJ,مُهْلِك,ACT_PRTC,destructive;fatal;ruinous,-,mu1o2i3,>aholak,VERB,أَهْلَك,VERB_IV,destroy,trans,>a1o2a3
h.l.k,hulok,NOUN,هُلْك,N_VERB_I,death;ruin,-,1u2o3,halak,VERB,هَلَك,VERB_I,be_annihilated;perish,trans,1a2a3
h.l.k,halaAk,NOUN,هَلَاك,N_VERB_I,disaster;total_loss,-,1a2A3,halak,VERB,هَلَك,VERB_I,be_annihilated;perish,trans,1a2a3
h.l.k,{isotaholak,VERB,ٱِسْتَهْلَك,VERB_X,consume,trans,{isota1o2a3,halak,VERB,هَلَك,VERB_I,be_annihilated;perish,trans,1a2a3
h.l.k,{isotiholaAk,NOUN,ٱِسْتِهْلَاك,N_VERB_X,amortization;consuming;consumption;discharge,-,{isoti1o2A3,{isotaholak,VERB,ٱِسْتَهْلَك,VERB_X,consume,trans,{isota1o2a3
h.l.k,{isotiholaAkiy~,ADJ,ٱِسْتِهْلَاكِيّ,ATTR_ADJ,consumer,-,{isoti1o2A3+iy~,{isotiholaAk,NOUN,ٱِسْتِهْلَاك,N_VERB_X,amortization;consuming;consumption;discharge,-,{isoti1o2A3
h.l.k,musotaholik,ADJ,مُسْتَهْلِك,ACT_PRTC,consumer;consuming,-,musota1o2i3,{isotaholak,VERB,ٱِسْتَهْلَك,VERB_X,consume,trans,{isota1o2a3
h.l.k,musotaholik,NOUN,مُسْتَهْلِك,SEM_SPECS,consumer,-,musota1o2i3,musotaholik,ADJ,مُسْتَهْلِك,ACT_PRTC,consumer;consuming,-,musota1o2i3
h.l.k,musotaholak,ADJ,مُسْتَهْلَك,PASS_PRTC,consumed;used-up,-,musota1o2a3,{isotaholak,VERB,ٱِسْتَهْلَك,VERB_X,consume,trans,{isota1o2a3
h.l.k,halokap,NOUN,هَلْكَة,N_VERB_I,disaster;total_loss,-,1a2o3+ap,halak,VERB,هَلَك,VERB_I,be_annihilated;perish,trans,1a2a3
h.l.k,halakap,NOUN,هَلَكَة,N_VERB_I,disaster;total_loss,-,1a2a3+ap,halak,VERB,هَلَك,VERB_I,be_annihilated;perish,trans,1a2a3
h.l.k,{ihotalak,VERB,ٱِهْتَلَك,VERB_VIII,act_desperately;risk_danger,trans,{i1ota2a3,halak,VERB,هَلَك,VERB_I,be_annihilated;perish,trans,1a2a3
h.l.l,hal~-i,VERB,هَلّ-ِ,VERB_I,appear;begin,gem trans,1a2a3,h.l.l,ROOT,,ROOT,,,ROOT
h.l.l,hal~al,VERB,هَلَّل,VERB_II,applaud;rejoice,trans,1a2~a3,hal~-i,VERB,هَلّ-ِ,VERB_I,appear;begin,gem trans,1a2a3
h.l.l,muhal~al,ADJ,مُهَلَّل,PASS_PRTC,crescent-shaped;lunar,-,mu1a2~a3,hal~al,VERB,هَلَّل,VERB_II,applaud;rejoice,trans,1a2~a3
h.l.l,taholiyl,NOUN,تَهْلِيل,N_VERB_II,applause;jubilation,-,ta1o2iy3,hal~al,VERB,هَلَّل,VERB_II,applaud;rejoice,trans,1a2~a3
h.l.l,>ahal~,VERB,أَهَلّ,VERB_IV,appear;begin;offer;sacrifice,gem trans,>a1o2a3,hal~-i,VERB,هَلّ-ِ,VERB_I,appear;begin,gem trans,1a2a3
h.l.l,halal,NOUN,هَلَل,N_VERB_I,fright;terror,-,1a2a3,hal~-i,VERB,هَلّ-ِ,VERB_I,appear;begin,gem trans,1a2a3
h.l.l,{isotahal~,VERB,ٱِسْتَهَلّ,VERB_X,begin;initiate;introduce,gem trans,{isota1o2a3,hal~-i,VERB,هَلّ-ِ,VERB_I,appear;begin,gem trans,1a2a3
h.l.l,{isotiholaAl,NOUN,ٱِسْتِهْلَال,N_VERB_X,beginning;introduction;opening,-,{isoti1o2A3,{isotahal~,VERB,ٱِسْتَهَلّ,VERB_X,begin;initiate;introduce,gem trans,{isota1o2a3
h.l.l,{isotiholaAliy~,ADJ,ٱِسْتِهْلَالِيّ,ATTR_ADJ,initial;introductory;opening,-,{isoti1o2A3+iy~,{isotiholaAl,NOUN,ٱِسْتِهْلَال,N_VERB_X,beginning;introduction;opening,-,{isoti1o2A3
h.l.l,musotahal~,NOUN,مُسْتَهَلّ,N_LOC,beginning;onset;start,-,musota1o2a3,{isotahal~,VERB,ٱِسْتَهَلّ,VERB_X,begin;initiate;introduce,gem trans,{isota1o2a3
h.l.l,hilaAl,NOUN,هِلَال,N_VERB_I,crescent;new_moon;parenthesis,-,1i2A3,hal~-i,VERB,هَلّ-ِ,VERB_I,appear;begin,gem trans,1a2a3
h.l.l,hilaAliy~,ADJ,هِلَالِيّ,ATTR_ADJ,Hilal_fans;crescent-shaped;lunar,-,1i2A3+iy~,hilaAl,NOUN,هِلَال,N_VERB_I,crescent;new_moon;parenthesis,-,1i2A3
h.l.l,hilaAliy~,NOUN,هِلَالِيّ,SEM_SPECS,Hilal_fan,-,1i2A3+iy~,hilaAliy~,ADJ,هِلَالِيّ,ATTR_ADJ,Hilal_fans;crescent-shaped;lunar,-,1i2A3+iy~
h.l.l,halalap,NOUN,هَلَلَة,N_VERB_I,halala_(1/100_of_a_Saudi_riyal),-,1a2a3+ap,hal~-i,VERB,هَلّ-ِ,VERB_I,appear;begin,gem trans,1a2a3
h.l.s,halas-i,VERB,هَلَس-ِ,VERB_I,consume;emaciate,trans,1a2a3,h.l.s,ROOT,,ROOT,,,ROOT
h.l.s,hal~as,VERB,هَلَّس,VERB_II,become_emaciated;hallucinate;waste_away,trans,1a2~a3,halas-i,VERB,هَلَس-ِ,VERB_I,consume;emaciate,trans,1a2a3
h.l.s,halos,NOUN,هَلْس,N_VERB_I,consumption;emaciation;nonsense;tuberculosis,-,1a2o3,halas-i,VERB,هَلَس-ِ,VERB_I,consume;emaciate,trans,1a2a3
h.l.s,>aholas,VERB,أَهْلَس,VERB_IV,smile_maliciously,trans,>a1o2a3,halas-i,VERB,هَلَس-ِ,VERB_I,consume;emaciate,trans,1a2a3
h.m.$,hama$-u,VERB,هَمَش-ُ,VERB_I,bite,trans,1a2a3,h.m.$,ROOT,,ROOT,,,ROOT
h.m.$,ham~a$,VERB,هَمَّش,VERB_II,make_margins,trans,1a2~a3,hama$-u,VERB,هَمَش-ُ,VERB_I,bite,trans,1a2a3
h.m.$,muham~a$,ADJ,مُهَمَّش,PASS_PRTC,annotated;excluded;marginalized,-,mu1a2~a3,ham~a$,VERB,هَمَّش,VERB_II,make_margins,trans,1a2~a3
h.m.$,tahomiy$,NOUN,تَهْمِيش,N_VERB_II,excluding;marginalizing;sidelining,-,ta1o2iy3,ham~a$,VERB,هَمَّش,VERB_II,make_margins,trans,1a2~a3
h.m.E,hamaE-a,VERB,هَمَع-َ,VERB_I,shed_tears;stream,trans,1a2a3,h.m.E,ROOT,,ROOT,,,ROOT
h.m.E,hamaE-u,VERB,هَمَع-ُ,VERB_I,shed_tears;stream,trans,1a2a3,h.m.E,ROOT,,ROOT,,,ROOT
h.m.d,hamad-u,VERB,هَمَد-ُ,VERB_I,fade;shrink;subside,trans,1a2a3,h.m.d,ROOT,,ROOT,,,ROOT
h.m.d,ham~ad,VERB,هَمَّد,VERB_II,appease;mitigate;suppress,trans,1a2~a3,hamad-u,VERB,هَمَد-ُ,VERB_I,fade;shrink;subside,trans,1a2a3
h.m.d,haAmid,ADJ,هَامِد,ACT_PRTC,calm;extinct;lifeless;quiet,-,1A2i3,hamad-u,VERB,هَمَد-ُ,VERB_I,fade;shrink;subside,trans,1a2a3
h.m.d,>ahomad,VERB,أَهْمَد,VERB_IV,appease;mitigate;suppress,trans,>a1o2a3,hamad-u,VERB,هَمَد-ُ,VERB_I,fade;shrink;subside,trans,1a2a3
h.m.d,humuwd,NOUN,هُمُود,N_VERB_I,extinction;fading;subsiding,-,1u2uw3,hamad-u,VERB,هَمَد-ُ,VERB_I,fade;shrink;subside,trans,1a2a3
h.m.j,hamij-a,VERB,هَمِج-َ,VERB_I,be_hungry,INTRANS,1a2i3_INTRANS,h.m.j,ROOT,,ROOT,,,ROOT
h.m.j,haAmij,ADJ,هَامِج,ACT_PRTC,ravenous;voracious,-,1A2i3,hamij-a,VERB,هَمِج-َ,VERB_I,be_hungry,INTRANS,1a2i3_INTRANS
h.m.j,hamaj,NOUN,هَمَج,N_VERB_I,barbarian;gnat;hunger;riffraff;savage;small_fly,-,1a2a3,hamij-a,VERB,هَمِج-َ,VERB_I,be_hungry,INTRANS,1a2i3_INTRANS
